SRR11109941,PAIRED,8
SRR8286556,PAIRED,1737
SRR9677765,PAIRED,34
SRR13825351,PAIRED,3291
SRR10987847,SINGLE,90
SRR9002084,PAIRED,4920
SRR13091442,PAIRED,12
SRR8529394,PAIRED,24
SRR8529477,PAIRED,32
SRR12629847,PAIRED,12
SRR8529424,PAIRED,27
SRR8557489,PAIRED,4519
SRR13091454,PAIRED,15
SRR8529510,PAIRED,27
SRR13091396,PAIRED,24
SRR9123925,PAIRED,2
SRR12458603,PAIRED,190
SRR8883911,PAIRED,19
SRR9123851,PAIRED,13
SRR9188229,PAIRED,7
SRR8561310,SINGLE,7
SRR8561296,SINGLE,7
SRR13645048,PAIRED,13
SRR12105468,PAIRED,351
SRR12105550,PAIRED,334
SRR12105463,PAIRED,366
SRR8699262,PAIRED,21
SRR12105452,PAIRED,430
SRR10008785,PAIRED,0
SRR10008646,PAIRED,0
SRR6744218,PAIRED,187
SRR10008865,PAIRED,3
SRR10742321,PAIRED,1234
SRR10008824,PAIRED,5
SRR8510252,PAIRED,352
SRR6744305,PAIRED,4216
SRR6744777,PAIRED,4739
SRR8507404,PAIRED,2
SRR6744485,PAIRED,5672
ERR2592920,SINGLE,42
ERR2592960,SINGLE,20
SRR10008954,PAIRED,0
ERR2592933,SINGLE,6
SRR13755897,SINGLE,323
SRR13755976,SINGLE,168
SRR11194597,PAIRED,63
SRR10484982,PAIRED,13
SRR8902179,PAIRED,360
SRR10484957,PAIRED,13
SRR12246147,PAIRED,7
SRR8902316,PAIRED,255
SRR8730127,SINGLE,776
SRR12246148,PAIRED,8
SRR10484939,PAIRED,13
SRR11194605,PAIRED,49
SRR8730005,SINGLE,772
SRR7880369,PAIRED,2164
SRR10420976,PAIRED,517
SRR8729915,SINGLE,941
SRR11805869,SINGLE,395
SRR7497456,SINGLE,5151
SRR11409746,PAIRED,49
SRR11409745,PAIRED,20
SRR11409900,PAIRED,44
SRR11409649,PAIRED,32
SRR11803527,PAIRED,3652
SRR10824651,PAIRED,650
SRR12081619,PAIRED,668
SRR11967415,PAIRED,1248
SRR6987477,PAIRED,21
SRR8820782,PAIRED,2707
SRR8039427,PAIRED,1475
ERR3586726,PAIRED,3600
ERR3587038,PAIRED,2375
ERR3587072,PAIRED,2908
ERR3587052,PAIRED,1854
SRR13727599,PAIRED,286
SRR10267049,PAIRED,207
SRR8790603,PAIRED,2421
ERR3586788,PAIRED,4368
SRR12341769,PAIRED,8191
ERR4008064,PAIRED,721
ERR2654256,PAIRED,3276
ERR3322271,PAIRED,994
ERR3322227,PAIRED,823
ERR3587000,PAIRED,2606
SRR8599928,SINGLE,18
SRR13727584,PAIRED,578
SRR13370243,PAIRED,4405
SRR10801010,PAIRED,3137
SRR12063631,PAIRED,171
ERR3586771,PAIRED,4300
SRR10992738,PAIRED,3177
ERR3308222,PAIRED,18
SRR12063354,PAIRED,6
ERR3308212,PAIRED,10
ERR3308275,PAIRED,3
ERR3308664,PAIRED,5
ERR3244814,SINGLE,240
SRR12806209,PAIRED,14
SRR11035322,PAIRED,0
ERR3711460,PAIRED,9
SRR10431067,PAIRED,93
ERR3244810,SINGLE,1488
SRR8447023,PAIRED,1406
SRR12125658,PAIRED,6
SRR9092960,PAIRED,21
SRR9092962,PAIRED,16
SRR9092930,PAIRED,18
ERR3581966,SINGLE,1042
SRR9092941,PAIRED,15
SRR10255245,PAIRED,2269
SRR13277308,SINGLE,8
SRR13277304,SINGLE,8
SRR11278727,PAIRED,15
SRR10336636,PAIRED,11
SRR13358832,PAIRED,19
SRR13358825,PAIRED,14
SRR9023607,PAIRED,5853
SRR9108867,PAIRED,9094
SRR12091920,PAIRED,37
SRR9860483,SINGLE,4967
SRR12662124,PAIRED,9
SRR9107379,PAIRED,18
SRR9923518,PAIRED,12
SRR8834778,PAIRED,17
SRR8834789,PAIRED,23
SRR10662746,PAIRED,7
SRR9107380,PAIRED,10
SRR9107325,PAIRED,10
SRR12650113,SINGLE,4
SRR12650068,SINGLE,5
SRR9943613,PAIRED,18
SRR8834751,PAIRED,15
SRR11563873,PAIRED,5941
SRR12662102,PAIRED,13
SRR12650106,SINGLE,4
SRR9923492,PAIRED,23
SRR9923572,PAIRED,15
SRR12667137,SINGLE,16
ERR3010916,PAIRED,1599
SRR12204546,PAIRED,87
SRR9923571,PAIRED,9
SRR12650123,SINGLE,11
SRR9943618,PAIRED,18
SRR8834785,PAIRED,16
SRR12650140,SINGLE,10
SRR9922981,PAIRED,13
SRR9923293,PAIRED,10
SRR8488410,PAIRED,7
SRR9637809,PAIRED,3135
SRR8840799,PAIRED,7347
ERR4793868,PAIRED,2506
SRR12265912,PAIRED,7256
SRR13724031,PAIRED,6
SRR12232906,PAIRED,4216
SRR10229877,PAIRED,860
SRR10229840,PAIRED,775
