SRR9108867,OK
SRR12341769,OK
SRR8840799,OK
SRR12265912,OK
SRR11563873,OK
SRR9023607,OK
SRR6744485,ERR
SRR7497456,OK
SRR9860483,OK
SRR9002084,OK
SRR6744777,ERR
SRR8557489,OK
SRR13370243,OK
ERR3586788,OK
ERR3586771,OK
SRR6744305,ERR
SRR12232906,OK
SRR11803527,OK
ERR3586726,OK
SRR13825351,OK
ERR2654256,OK
SRR10992738,OK
SRR10801010,OK
SRR9637809,OK
ERR3587072,OK
SRR8820782,OK
ERR3587000,OK
ERR4793868,OK
SRR8790603,OK
ERR3587038,OK
SRR10255245,OK
SRR7880369,OK
ERR3587052,OK
SRR8286556,OK
ERR3010916,OK
ERR3244810,OK
SRR8039427,OK
SRR8447023,OK
SRR11967415,OK
SRR10742321,OK
ERR3581966,OK
ERR3322271,OK
SRR8729915,OK
SRR10229877,OK
ERR3322227,OK
SRR8730127,OK
SRR10229840,OK
SRR8730005,OK
ERR4008064,OK
SRR12081619,OK
SRR10824651,OK
SRR13727584,OK
SRR10420976,OK
SRR12105452,OK
SRR11805869,OK
SRR12105463,OK
SRR8902179,OK
SRR8510252,OK
SRR12105468,OK
SRR12105550,OK
SRR13755897,OK
SRR13727599,OK
SRR8902316,OK
ERR3244814,OK
SRR10267049,OK
SRR12458603,OK
SRR6744218,ERR
SRR12063631,OK
SRR13755976,OK
SRR10431067,OK
SRR10987847,OK
SRR12204546,OK
SRR11194597,OK
SRR11409746,OK
SRR11194605,OK
SRR11409900,OK
ERR2592920,OK
SRR12091920,OK
SRR9677765,OK
SRR11409649,OK
SRR8529477,OK
SRR8529510,OK
SRR8529424,OK
SRR8529394,OK
SRR13091396,OK
SRR9923492,OK
SRR8834789,OK
SRR9092960,OK
SRR6987477,OK
SRR8699262,OK
SRR11409745,OK
ERR2592960,OK
SRR8883911,OK
SRR13358832,OK
SRR9107379,OK
SRR8599928,OK
ERR3308222,OK
SRR9943613,OK
SRR9943618,OK
SRR9092930,OK
SRR8834778,OK
SRR12667137,OK
SRR9092962,OK
SRR8834785,OK
SRR9923572,OK
SRR8834751,OK
SRR9092941,OK
SRR11278727,OK
SRR13091454,OK
SRR12806209,OK
SRR13358825,OK
SRR10484982,OK
SRR13645048,OK
SRR12662102,OK
SRR9922981,OK
SRR10484957,OK
SRR9123851,OK
SRR10484939,OK
SRR12629847,OK
SRR13091442,OK
SRR9923518,OK
SRR10336636,OK
SRR12650123,OK
SRR9107325,OK
SRR12650140,OK
SRR9923293,OK
ERR3308212,OK
SRR9107380,OK
ERR3711460,OK
SRR12662124,OK
SRR9923571,OK
SRR13277308,OK
SRR13277304,OK
SRR12246148,OK
SRR11109941,OK
SRR10662746,OK
SRR12246147,OK
SRR8488410,OK
SRR9188229,OK
SRR8561310,OK
SRR8561296,OK
SRR13724031,OK
SRR12063354,OK
ERR2592933,OK
SRR12125658,OK
SRR10008824,OK
SRR12650068,OK
ERR3308664,OK
SRR12650106,OK
SRR12650113,OK
ERR3308275,OK
SRR10008865,OK
SRR9123925,OK
SRR8507404,OK
SRR11035322,OK
SRR10008785,OK
SRR10008646,OK
SRR10008954,OK
