SRR8837396,PAIRED,54
SRR8663109,PAIRED,19
SRR8792718,PAIRED,4516
SRR8399417,PAIRED,3525
SRR9217955,PAIRED,18
SRR8558263,PAIRED,2267
SRR8773561,SINGLE,100
SRR12816297,PAIRED,2704
SRR8909065,PAIRED,1164
ERR2592820,SINGLE,32
SRR13755909,SINGLE,306
SRR8902175,PAIRED,1036
SRR11409898,PAIRED,8
SRR12183117,PAIRED,374
SRR10824638,PAIRED,701
SRR12081713,PAIRED,586
SRR8794572,PAIRED,722
SRR8446985,PAIRED,4881
SRR9092863,PAIRED,15
ERR4844300,PAIRED,910
SRR10336658,PAIRED,12
SRR8617493,PAIRED,14
SRR13624814,PAIRED,4831
SRR11640403,PAIRED,348
SRR12665226,PAIRED,3607
ERR5165905,PAIRED,71
SRR11968903,PAIRED,832
SRR10804010,PAIRED,503
SRR8669641,PAIRED,26
SRR12659065,PAIRED,1609
SRR11178172,PAIRED,1982
ERR2828351,SINGLE,1546
SRR9637812,PAIRED,2526
SRR12487699,PAIRED,697
SRR12217064,SINGLE,181
SRR12658955,PAIRED,4030
SRR10229874,PAIRED,635
