ERR3586977,ERR
SRR8881735,OK
SRR8792717,OK
SRR8863846,OK
SRR8393579,OK
SRR13624808,OK
SRR12543071,OK
SRR8839879,OK
SRR9166046,OK
SRR8394619,OK
SRR7970049,OK
SRR9618143,OK
SRR9006536,OK
SRR8446987,OK
SRR9650363,OK
ERR3587020,OK
SRR12442169,OK
DRR066261,OK
ERR3587181,OK
SRR12904845,OK
SRR12676982,OK
DRR066262,OK
SRR10800990,OK
SRR11831376,OK
SRR11002559,OK
SRR12463674,OK
ERR3586752,OK
ERR3587014,OK
SRR11803530,OK
SRR8399392,OK
ERR3586915,OK
SRR8857868,OK
SRR10420938,OK
SRR10080823,OK
SRR8429092,OK
SRR13825348,OK
SRR9637788,OK
SRR10664961,OK
SRR8446960,OK
SRR11831014,OK
SRR12659086,OK
SRR8844650,OK
SRR9637830,ERR
ERR3980594,OK
ERR3980588,OK
SRR12689941,OK
SRR13370303,OK
ERR3586756,OK
SRR7880352,OK
SRR10420951,OK
SRR8566400,OK
SRR10972811,OK
SRR7497494,OK
ERR3581981,OK
SRR7648267,OK
SRR10173634,OK
ERR3580748,OK
SRR12659067,OK
ERR3587043,OK
SRR8447026,OK
SRR10616341,OK
SRR8566408,OK
SRR9940698,OK
SRR12658933,OK
SRR8729944,OK
SRR8436108,OK
SRR12687671,OK
ERR2134137,OK
ERR3587007,OK
SRR8510274,OK
SRR11731840,OK
SRR10824607,OK
ERR3322225,OK
SRR10229886,OK
SRR10229847,OK
SRR8730216,OK
SRR10229851,OK
ERR3316209,OK
SRR8959255,OK
SRR10824606,OK
SRR8902278,OK
SRR7968816,OK
SRR10161430,OK
SRR12081609,OK
SRR8959265,OK
SRR9037333,OK
SRR13755948,OK
ERR3446841,ERR
ERR3308169,ERR
ERR3308210,ERR
ERR3308164,ERR
ERR4332001,ERR
ERR4793851,ERR
ERR4704394,ERR
ERR4704391,ERR
ERR4704390,ERR
ERR4704389,ERR
ERR4704387,ERR
ERR4704385,ERR
ERR4704384,ERR
ERR4704383,ERR
ERR4704382,ERR
ERR4332002,ERR
ERR3466196,ERR
