SRR8837389,PAIRED,45
SRR11109944,PAIRED,8
SRR11558425,PAIRED,2705
SRR8792701,PAIRED,4075
DRR184145,PAIRED,1617
SRR12980219,PAIRED,4170
SRR12730587,PAIRED,4542
SRR12727882,PAIRED,1773
SRR10016749,PAIRED,577
SRR12676995,PAIRED,1168
SRR9164656,SINGLE,3290
SRR12105446,PAIRED,337
SRR10008957,PAIRED,0
SRR13755895,SINGLE,474
SRR12246131,PAIRED,10
SRR12334975,PAIRED,83
SRR12183124,PAIRED,404
SRR10824642,PAIRED,697
SRR12081692,PAIRED,735
ERR3586770,PAIRED,4259
SRR12063402,PAIRED,21
SRR10835734,SINGLE,1024
ERR2828325,SINGLE,287
SRR10336665,PAIRED,13
SRR8617490,PAIRED,13
SRR13624809,PAIRED,4725
SRR10902462,PAIRED,14
SRR11640413,PAIRED,214
SRR11394391,PAIRED,18
ERR4704330,PAIRED,117
SRR11968899,PAIRED,63
SRR10804013,PAIRED,497
SRR8669642,PAIRED,25
SRR12204548,PAIRED,115
SRR11178176,PAIRED,2943
ERR3327965,SINGLE,974
SRR9637823,PAIRED,514
SRR10999797,PAIRED,4779
SRR12628095,PAIRED,3019
SRR12487696,PAIRED,690
SRR9006514,PAIRED,4075
SRR12668968,PAIRED,1630
SRR10229862,PAIRED,797
