SRR9648467,OK
SRR12773042,OK
SRR12339742,OK
SRR12334072,OK
SRR9108864,OK
SRR13312991,OK
SRR10849941,OK
SRR10800996,OK
SRR9108882,OK
SRR12266053,OK
SRR8840725,OK
SRR8520131,OK
SRR13370280,OK
SRR8173982,OK
SRR13370225,OK
ERR3586801,OK
SRR12551198,OK
SRR9118113,OK
SRR13370248,OK
SRR10992719,OK
SRR11002578,OK
ERR3586760,OK
SRR11803518,OK
SRR13825345,OK
ERR3586856,OK
ERR3586883,OK
SRR8813017,OK
ERR3586884,OK
ERR3586886,OK
SRR8571184,OK
ERR3587204,OK
SRR8399433,OK
SRR10801019,OK
ERR3586914,OK
ERR3661020,OK
SRR7497320,OK
SRR12756234,OK
SRR8557588,OK
SRR12664110,OK
SRR7968822,OK
SRR8399426,OK
SRR11803506,OK
SRR10664950,OK
SRR8820889,OK
SRR10607585,OK
SRR13370314,OK
SRR13370342,OK
ERR3016203,OK
SRR11803541,OK
SRR11967910,OK
ERR3466208,OK
ERR4704402,OK
ERR3020177,OK
SRR10074783,OK
SRR10074797,OK
SRR8558148,OK
SRR8446971,OK
SRR11967917,OK
SRR8730054,OK
SRR8558248,OK
SRR8447016,OK
ERR3994310,OK
ERR3322257,OK
SRR4409169,OK
SRR8902315,OK
SRR10229867,OK
SRR11805863,OK
ERR4230060,OK
SRR12458612,OK
SRR8959264,OK
SRR10824575,OK
SRR7968817,OK
SRR12081617,OK
SRR7968791,OK
SRR8902204,OK
SRR11805866,OK
SRR13755886,OK
SRR12105423,OK
SRR8510308,OK
SRR8902319,OK
SRR12105507,OK
SRR8510289,OK
SRR12105466,OK
SRR12650911,OK
SRR8510239,OK
SRR11638143,OK
SRR8670176,OK
SRR8670227,OK
DRR151120,OK
SRR12204549,OK
SRR8303180,OK
SRR11194521,OK
SRR11194600,OK
ERR3308188,OK
SRR11097748,OK
ERR3308183,OK
SRR9677791,OK
SRR11409908,OK
SRR8802106,OK
ERR3305371,OK
SRR8529444,OK
SRR12204440,OK
SRR8529289,OK
SRR8529333,OK
SRR8529380,OK
SRR11409710,OK
ERR2592882,OK
SRR8529398,OK
ERR2592821,OK
SRR9092913,OK
SRR13358823,OK
SRR6987473,OK
SRR8834758,OK
SRR9107377,OK
SRR13724067,OK
SRR9092951,OK
SRR13891626,OK
SRR8834774,OK
SRR10007575,OK
SRR10007565,OK
SRR12246157,OK
SRR10007561,OK
SRR10007583,OK
SRR9923156,OK
SRR9923010,OK
SRR13755935,OK
SRR13645012,OK
SRR12662101,OK
SRR12662086,OK
SRR13091369,OK
SRR9922983,OK
SRR11537123,OK
ERR3711431,OK
ERR3711522,OK
SRR9923615,OK
SRR9922817,OK
SRR10006669,OK
SRR12246223,OK
SRR12629833,OK
SRR12650159,OK
SRR11409782,OK
SRR12125555,OK
SRR9923203,OK
SRR9923738,OK
SRR12464125,OK
ERR3308660,OK
SRR9923614,OK
SRR8561306,OK
SRR10238576,OK
SRR12268272,OK
SRR10530990,OK
SRR10530986,OK
SRR9923592,OK
SRR10662749,OK
SRR12650144,OK
SRR9124103,OK
ERR3308181,OK
SRR8834829,OK
SRR13644976,OK
SRR10008668,OK
SRR10008850,OK
ERR3308270,OK
SRR9123856,OK
SRR8507449,OK
SRR8507397,OK
SRR10008676,OK
SRR9123807,OK
SRR10008822,OK
SRR10008846,OK
