SRR10992729,PAIRED,306
SRR8447027,PAIRED,993
ERR3308685,PAIRED,5
ERR2512379,PAIRED,1377
ERR1121771,PAIRED,743
SRR12596169,PAIRED,32
ERR1121767,PAIRED,825
ERR3661008,PAIRED,1332
ERR3244804,SINGLE,985
SRR13267778,SINGLE,3
SRR8447009,PAIRED,758
ERR3316205,SINGLE,624
SRR9092811,PAIRED,17
SRR9092845,PAIRED,14
ERR3328465,SINGLE,2
SRR10835730,SINGLE,908
SRR10255253,PAIRED,2632
SRR13277323,SINGLE,9
SRR11278724,PAIRED,39
SRR10336693,PAIRED,10
SRR13358826,PAIRED,19
SRR7904226,PAIRED,12
SRR13624813,PAIRED,5398
SRR11640409,PAIRED,54
SRR11394389,PAIRED,18
SRR9166054,PAIRED,3340
SRR9108836,PAIRED,4594
ERR4699885,PAIRED,194
ERR4702318,PAIRED,144
ERR4703554,PAIRED,177
ERR5165927,PAIRED,173
SRR12768757,PAIRED,379
SRR12768811,PAIRED,62
SRR12768810,PAIRED,20
SRR10804012,PAIRED,476
SRR8663093,PAIRED,22
ERR3668319,PAIRED,4
SRR9923514,PAIRED,8
SRR9922922,PAIRED,12
SRR8488395,PAIRED,13
SRR8488412,PAIRED,7
SRR8488384,PAIRED,7
SRR12662112,PAIRED,10
SRR10362520,PAIRED,14
SRR9265059,PAIRED,27
SRR9923232,PAIRED,6
SRR8834804,PAIRED,16
SRR12650069,SINGLE,5
SRR12667229,SINGLE,13
SRR9922898,PAIRED,14
ERR3466198,SINGLE,1889
SRR12667053,SINGLE,17
SRR9923164,PAIRED,13
SRR9221211,PAIRED,10
SRR8834763,PAIRED,1
SRR12204527,PAIRED,6
SRR12204436,PAIRED,26
SRR11178167,PAIRED,1631
SRR9637803,PAIRED,193
ERR4793854,PAIRED,2285
SRR10271270,SINGLE,11
SRR12659063,PAIRED,3039
SRR12658918,PAIRED,1375
SRR8571181,PAIRED,3046
