SRR10992729,OK
SRR8447027,OK
ERR3308685,OK
ERR2512379,OK
ERR1121771,OK
SRR12596169,OK
ERR1121767,OK
ERR3661008,OK
ERR3244804,OK
SRR13267778,OK
SRR8447009,OK
ERR3316205,OK
SRR9092811,OK
SRR9092845,OK
ERR3328465,OK
SRR10835730,OK
SRR10255253,OK
SRR13277323,OK
SRR11278724,OK
SRR10336693,OK
SRR13358826,OK
SRR7904226,OK
SRR13624813,OK
SRR11640409,OK
SRR11394389,OK
SRR9166054,OK
SRR9108836,OK
ERR4699885,OK
ERR4702318,OK
ERR4703554,OK
ERR5165927,OK
SRR12768757,OK
SRR12768811,OK
SRR12768810,OK
SRR10804012,OK
SRR8663093,OK
ERR3668319,OK
SRR9923514,OK
SRR9922922,OK
SRR8488395,OK
SRR8488412,OK
SRR8488384,OK
SRR12662112,OK
SRR10362520,OK
SRR9265059,OK
SRR9923232,OK
SRR8834804,OK
SRR12650069,OK
SRR12667229,OK
SRR9922898,OK
ERR3466198,OK
SRR12667053,OK
SRR9923164,OK
SRR9221211,OK
SRR8834763,OK
SRR12204527,OK
SRR12204436,OK
SRR11178167,OK
SRR9637803,OK
ERR4793854,OK
SRR10271270,OK
SRR12659063,OK
SRR12658918,OK
SRR8571181,OK
